,City,State,Country,location
8574,Otis Orchards,WA,USA,"Otis Orchards,WA,USA"
8575,Chicago,IL,USA,"Chicago,IL,USA"
8576,Chicago,IL,USA,"Chicago,IL,USA"
8577,York,NE,USA,"York,NE,USA"
8578,Bolingbrook,IL,USA,"Bolingbrook,IL,USA"
8579,Morris,IL,USA,"Morris,IL,USA"
8580,Troy,OH,USA,"Troy,OH,USA"
8581,Bossier,LA,USA,"Bossier,LA,USA"
8582,Palm Springs,CA,USA,"Palm Springs,CA,USA"
8583,Waukesha,WI,USA,"Waukesha,WI,USA"
8584,Needles,CA,USA,"Needles,CA,USA"
8585,Merced,CA,USA,"Merced,CA,USA"
8586,Rancho Mirage,CA,USA,"Rancho Mirage,CA,USA"
8587,Lake Havasu coty,AZ,USA,"Lake Havasu coty,AZ,USA"
8588,Big Bend South West Texas,TX,USA,"Big Bend South West Texas,TX,USA"
8589,,NH,USA,"NH,USA"
8590,San Diego,CA,USA,"San Diego,CA,USA"
8591,Warwick,RI,USA,"Warwick,RI,USA"
8592,Concord Township,ME,USA,"Concord Township,ME,USA"
8593,concord township,ME,USA,"concord township,ME,USA"
8594,Watsonville,CA,USA,"Watsonville,CA,USA"
8595,Canada (In-flight; over Saskatchewan),SK,Canada,"Canada (In-flight; over Saskatchewan),SK,Canada"
8596,Sioux City,IA,USA,"Sioux City,IA,USA"
8597,Yuma,AZ,USA,"Yuma,AZ,USA"
8598,Michigan City,IN,USA,"Michigan City,IN,USA"
8599,Fallriver,MA,USA,"Fallriver,MA,USA"
8600,Scottsdale,AZ,USA,"Scottsdale,AZ,USA"
8601,Alexander City,GA,USA,"Alexander City,GA,USA"
8602,Kingston,WA,USA,"Kingston,WA,USA"
8603,Saint Paul,MN,USA,"Saint Paul,MN,USA"
8604,Lakewood,CO,USA,"Lakewood,CO,USA"
8605,Huntsville,AL,USA,"Huntsville,AL,USA"
8606,Caledon Village (Canada),ON,Canada,"Caledon Village (Canada),ON,Canada"
8607,Oregon City,OR,USA,"Oregon City,OR,USA"
8608,Thompson Station,NY,USA,"Thompson Station,NY,USA"
8609,Wichita,KS,USA,"Wichita,KS,USA"
8610,Scottsdale,AZ,USA,"Scottsdale,AZ,USA"
8611,Pasadena,CA,USA,"Pasadena,CA,USA"
8612,Maxville,FL,USA,"Maxville,FL,USA"
8613,Stouffville (Canada),ON,Canada,"Stouffville (Canada),ON,Canada"
8614,Rialto,CA,USA,"Rialto,CA,USA"
8615,Bartlesville,OK,USA,"Bartlesville,OK,USA"
8616,Lynchburg,VA,USA,"Lynchburg,VA,USA"
8617,Newport,VT,USA,"Newport,VT,USA"
8618,Charlotte,NC,USA,"Charlotte,NC,USA"
8619,Eddyville,KY,USA,"Eddyville,KY,USA"
8620,Richland,WA,USA,"Richland,WA,USA"
8621,Manhattan,NY,USA,"Manhattan,NY,USA"
8622,Manhattan,NY,USA,"Manhattan,NY,USA"
8623,Garibaldi,OR,USA,"Garibaldi,OR,USA"
8624,Salem,OR,USA,"Salem,OR,USA"
8625,Atlanta,GA,USA,"Atlanta,GA,USA"
8626,Glens Falls,NY,USA,"Glens Falls,NY,USA"
8627,North Haledon,NJ,USA,"North Haledon,NJ,USA"
8628,Chatham,NJ,USA,"Chatham,NJ,USA"
8629,Lake Havasu City,AZ,USA,"Lake Havasu City,AZ,USA"
8630,Clarksburg,MD,USA,"Clarksburg,MD,USA"
8631,Ashford,CT,USA,"Ashford,CT,USA"
8632,Newburgh,IN,USA,"Newburgh,IN,USA"
8633,Sharon Connecticut,CT,USA,"Sharon Connecticut,CT,USA"
8634,Rosamond,CA,USA,"Rosamond,CA,USA"
8635,Corvallis,OR,USA,"Corvallis,OR,USA"
8636,Taftville,CT,USA,"Taftville,CT,USA"
8637,Colton,CA,USA,"Colton,CA,USA"
8638,Paso Robles,CA,USA,"Paso Robles,CA,USA"
8639,Perth (Australia),,Australia,"Perth (Australia),Australia"
8640,Warwick,NY,USA,"Warwick,NY,USA"
8641,Carlsbad,CA,USA,"Carlsbad,CA,USA"
8642,Lompoc,CA,USA,"Lompoc,CA,USA"
8643,Senoia,GA,USA,"Senoia,GA,USA"
8644,Sherbrooke (Canada),QC,Canada,"Sherbrooke (Canada),QC,Canada"
8645,Wellsboro,PA,USA,"Wellsboro,PA,USA"
8646,Bouctouche (Canada),,Canada,"Bouctouche (Canada),Canada"
8647,Spencerville,IN,USA,"Spencerville,IN,USA"
8648,Staten Island,NY,USA,"Staten Island,NY,USA"
8649,Northern Ireland,,Northern Ireland,"Northern Ireland,Northern Ireland"
8650,Meridian,ID,USA,"Meridian,ID,USA"
8651,Fall River,MA,USA,"Fall River,MA,USA"
8652,Susanville,CA,USA,"Susanville,CA,USA"
8653,Bridgewater,NH,USA,"Bridgewater,NH,USA"
8654,Bogota,NJ,USA,"Bogota,NJ,USA"
8655,North Tonawanda,NY,USA,"North Tonawanda,NY,USA"
8656,Rutland,VT,USA,"Rutland,VT,USA"
8657,Red Deer (Canada),AB,Canada,"Red Deer (Canada),AB,Canada"
8658,Richland,WA,USA,"Richland,WA,USA"
8659,Bellingham,WA,USA,"Bellingham,WA,USA"
8660,Sequim,WA,USA,"Sequim,WA,USA"
8661,Keizer,OR,USA,"Keizer,OR,USA"
8662,Williamsport,MD,USA,"Williamsport,MD,USA"
8663,Grand Rapids,MI,USA,"Grand Rapids,MI,USA"
8664,Hiram,GA,USA,"Hiram,GA,USA"
8665,Jacksonville,NC,USA,"Jacksonville,NC,USA"
8666,Frenchtown,NJ,USA,"Frenchtown,NJ,USA"
8667,Glendale,CA,USA,"Glendale,CA,USA"
8668,Niagara falls,NY,USA,"Niagara falls,NY,USA"
8669,New Baltimore,MI,USA,"New Baltimore,MI,USA"
8670,San Pedro,CA,USA,"San Pedro,CA,USA"
8671,Otsego,MN,USA,"Otsego,MN,USA"
8672,Plymouth,MA,USA,"Plymouth,MA,USA"
8673,Hermitage,TN,USA,"Hermitage,TN,USA"
8674,Vancouver,WA,USA,"Vancouver,WA,USA"
8675,Portland,OR,USA,"Portland,OR,USA"
8676,Vincent,AL,USA,"Vincent,AL,USA"
8677,Rochester,NY,USA,"Rochester,NY,USA"
8678,McDonald,PA,USA,"McDonald,PA,USA"
8679,Belen,NM,USA,"Belen,NM,USA"
8680,Austin,TX,USA,"Austin,TX,USA"
8681,Fort Myers,FL,USA,"Fort Myers,FL,USA"
8682,Newberg,OR,USA,"Newberg,OR,USA"
8683,Port Hadlock,WA,USA,"Port Hadlock,WA,USA"
8684,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8685,Kamloops (Canada),BC,Canada,"Kamloops (Canada),BC,Canada"
8686,Bowdoin,ME,USA,"Bowdoin,ME,USA"
8687,North Kingstown,RI,USA,"North Kingstown,RI,USA"
8688,Utica,NY,USA,"Utica,NY,USA"
8689,Clay,NY,USA,"Clay,NY,USA"
8690,Nampa,ID,USA,"Nampa,ID,USA"
8691,Emigrant,MT,USA,"Emigrant,MT,USA"
8692,Rochester,MI,USA,"Rochester,MI,USA"
8693,Star,ID,USA,"Star,ID,USA"
8694,Bemidji,MN,USA,"Bemidji,MN,USA"
8695,Holland,MI,USA,"Holland,MI,USA"
8696,Randle,WA,USA,"Randle,WA,USA"
8697,Concrete,WA,USA,"Concrete,WA,USA"
8698,Sisters,OR,USA,"Sisters,OR,USA"
8699,Longview,WA,USA,"Longview,WA,USA"
8700,Bonners Ferry,ID,USA,"Bonners Ferry,ID,USA"
8701,Vancouver,WA,USA,"Vancouver,WA,USA"
8702,Carson,WA,USA,"Carson,WA,USA"
8703,Jacksonville,OR,USA,"Jacksonville,OR,USA"
8704,Glasgow,MT,USA,"Glasgow,MT,USA"
8705,Ferndale,WA,USA,"Ferndale,WA,USA"
8706,Conconully,WA,USA,"Conconully,WA,USA"
8707,Kissimmee,FL,USA,"Kissimmee,FL,USA"
8708,Chautauqua Lake,NY,USA,"Chautauqua Lake,NY,USA"
8709,Fourchette Bay,MT,USA,"Fourchette Bay,MT,USA"
8710,Highbridge,NJ,USA,"Highbridge,NJ,USA"
8711,Lake Stevens,WA,USA,"Lake Stevens,WA,USA"
8712,Medford,OR,USA,"Medford,OR,USA"
8713,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
8714,New Hanover Township,PA,USA,"New Hanover Township,PA,USA"
8715,Ocean Shores,WA,USA,"Ocean Shores,WA,USA"
8716,Burnsville,MN,USA,"Burnsville,MN,USA"
8717,My Baldy Inland Empire,CA,USA,"My Baldy Inland Empire,CA,USA"
8718,Kakinada (India),,India,"Kakinada (India),India"
8719,Amherst (Canada),NS,Canada,"Amherst (Canada),NS,Canada"
8720,Kelseyville,CA,USA,"Kelseyville,CA,USA"
8721,Storden,MN,USA,"Storden,MN,USA"
8722,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
8723,Eaton,OH,USA,"Eaton,OH,USA"
8724,Camp atterbury,IN,USA,"Camp atterbury,IN,USA"
8725,Ironwood,MI,USA,"Ironwood,MI,USA"
8726,Eugene,OR,USA,"Eugene,OR,USA"
8727,Warner Robins,GA,USA,"Warner Robins,GA,USA"
8728,Kingwood,TX,USA,"Kingwood,TX,USA"
8729,Lincoln,GA,USA,"Lincoln,GA,USA"
8730,St. Thomas (Canada),ON,Canada,"St. Thomas (Canada),ON,Canada"
8731,Los Alamos,NM,USA,"Los Alamos,NM,USA"
8732,Chesterton,IN,USA,"Chesterton,IN,USA"
8733,West Chazy,NY,USA,"West Chazy,NY,USA"
8734,Holden Beach,OH,USA,"Holden Beach,OH,USA"
8735,Mississauga (Canada),ON,Canada,"Mississauga (Canada),ON,Canada"
8736,Shelbyville,IN,USA,"Shelbyville,IN,USA"
8737,Marysville,WA,USA,"Marysville,WA,USA"
8738,La grande,OR,USA,"La grande,OR,USA"
8739,Radcliff,KY,USA,"Radcliff,KY,USA"
8740,Naples,FL,USA,"Naples,FL,USA"
8741,Salida,CO,USA,"Salida,CO,USA"
8742,Atascadero,CA,USA,"Atascadero,CA,USA"
8743,Hephzibah,GA,USA,"Hephzibah,GA,USA"
8744,Tehachapi,CA,USA,"Tehachapi,CA,USA"
8745,Saint Clairsville,OH,USA,"Saint Clairsville,OH,USA"
8746,Phillipsburg,NJ,USA,"Phillipsburg,NJ,USA"
8747,Conway,SC,USA,"Conway,SC,USA"
8748,Atlantic Beach,FL,USA,"Atlantic Beach,FL,USA"
8749,Taylor,MI,USA,"Taylor,MI,USA"
8750,Sarasota,FL,USA,"Sarasota,FL,USA"
8751,Cairo (Egypt),,Egypt,"Cairo (Egypt),Egypt"
8752,Terre Haute (just E of; on Interstate 70),IN,USA,"Terre Haute (just E of; on Interstate 70),IN,USA"
8753,Stonington,ME,USA,"Stonington,ME,USA"
8754,North of Sarasota,FL,USA,"North of Sarasota,FL,USA"
8755,Naples,FL,USA,"Naples,FL,USA"
8756,Tampa,FL,USA,"Tampa,FL,USA"
8757,Beaconsfield (Canada),QC,Canada,"Beaconsfield (Canada),QC,Canada"
8758,Mobile,AL,USA,"Mobile,AL,USA"
8759,Port Charlotte,FL,USA,"Port Charlotte,FL,USA"
8760,Ocala,FL,USA,"Ocala,FL,USA"
8761,Kailua,HI,USA,"Kailua,HI,USA"
8762,Chennai,Tamil Nadu,India,"Chennai,Tamil Nadu,India"
8763,Nice,CA,USA,"Nice,CA,USA"
8764,Newburgh,NY,USA,"Newburgh,NY,USA"
8765,St. Labre (Canada),MB,Canada,"St. Labre (Canada),MB,Canada"
8766,Minneapolis,MN,USA,"Minneapolis,MN,USA"
8767,Nokomis,FL,USA,"Nokomis,FL,USA"
8768,Evansville,IN,USA,"Evansville,IN,USA"
8769,Chisholm,MN,USA,"Chisholm,MN,USA"
8770,Santa Rosa,CA,USA,"Santa Rosa,CA,USA"
8771,Shrewsbury,PA,USA,"Shrewsbury,PA,USA"
8772,Camp Hill,PA,USA,"Camp Hill,PA,USA"
8773,Ashburn,VA,USA,"Ashburn,VA,USA"
8774,Mount Airy,NC,USA,"Mount Airy,NC,USA"
8775,Aldie,VA,USA,"Aldie,VA,USA"
8776,Lewisburg,WV,USA,"Lewisburg,WV,USA"
8777,Bluefield,WV,USA,"Bluefield,WV,USA"
8778,Washington,PA,USA,"Washington,PA,USA"
8779,Santa Fe,NM,USA,"Santa Fe,NM,USA"
8780,Concho,AZ,USA,"Concho,AZ,USA"
8781,Littleton,CO,USA,"Littleton,CO,USA"
8782,Running Springs,CA,USA,"Running Springs,CA,USA"
8783,Austin,TX,USA,"Austin,TX,USA"
8784,Irmo,SC,USA,"Irmo,SC,USA"
8785,Fort Warangal (India),,India,"Fort Warangal (India),India"
8786,Eagle River,MI,USA,"Eagle River,MI,USA"
8787,Weeki Wachee,FL,USA,"Weeki Wachee,FL,USA"
8788,Mattawa (Canada),ON,Canada,"Mattawa (Canada),ON,Canada"
8789,Calistoga,CA,USA,"Calistoga,CA,USA"
8790,Placerville,CA,USA,"Placerville,CA,USA"
8791,Decatur,IL,USA,"Decatur,IL,USA"
8792,Havelock,NC,USA,"Havelock,NC,USA"
8793,Dublin,CA,USA,"Dublin,CA,USA"
8794,Shaver Lake,CA,USA,"Shaver Lake,CA,USA"
8795,Grove,OK,USA,"Grove,OK,USA"
8796,Kensington,CA,USA,"Kensington,CA,USA"
8797,Marin,CA,USA,"Marin,CA,USA"
8798,Antioch,CA,USA,"Antioch,CA,USA"
8799,Raleigh,NC,USA,"Raleigh,NC,USA"
8800,Jonesboro,GA,USA,"Jonesboro,GA,USA"
8801,Sartell,MN,USA,"Sartell,MN,USA"
8802,Albuquerque,NM,USA,"Albuquerque,NM,USA"
8803,DeFuniak Springs,FL,USA,"DeFuniak Springs,FL,USA"
8804,Somersworth,NH,USA,"Somersworth,NH,USA"
8805,Midland,MI,USA,"Midland,MI,USA"
8806,Littleton,CO,USA,"Littleton,CO,USA"
8807,Bishop,CA,USA,"Bishop,CA,USA"
8808,South Bend,IN,USA,"South Bend,IN,USA"
8809,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
8810,Newburgh,IN,USA,"Newburgh,IN,USA"
8811,Burlington,KS,USA,"Burlington,KS,USA"
8812,Gainesville,GA,USA,"Gainesville,GA,USA"
8813,Rockville,MD,USA,"Rockville,MD,USA"
8814,Lafayette,IN,USA,"Lafayette,IN,USA"
8815,Fruita,CO,USA,"Fruita,CO,USA"
8816,Bauxite,AR,USA,"Bauxite,AR,USA"
8817,Parker,CO,USA,"Parker,CO,USA"
8818,Fayetteville,AR,USA,"Fayetteville,AR,USA"
8819,Dover,DE,USA,"Dover,DE,USA"
8820,Metropolis,IL,USA,"Metropolis,IL,USA"
8821,Amory,MS,USA,"Amory,MS,USA"
8822,Flippin,AR,USA,"Flippin,AR,USA"
8823,Fitchburg,WI,USA,"Fitchburg,WI,USA"
8824,Pahrump,NV,USA,"Pahrump,NV,USA"
8825,Redding,CA,USA,"Redding,CA,USA"
8826,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
8827,West Valley/Phoenix/Glendale,AZ,USA,"West Valley/Phoenix/Glendale,AZ,USA"
8828,Arroyo Seco,NM,USA,"Arroyo Seco,NM,USA"
8829,San Jose,CA,USA,"San Jose,CA,USA"
8830,Longmont,CO,USA,"Longmont,CO,USA"
8831,Walsenburg,CO,USA,"Walsenburg,CO,USA"
8832,Houston,TX,USA,"Houston,TX,USA"
8833,Palm Springs,CA,USA,"Palm Springs,CA,USA"
8834,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
8835,Cleveland,TN,USA,"Cleveland,TN,USA"
8836,Kelseyville,CA,USA,"Kelseyville,CA,USA"
8837,Albuquerque,NM,USA,"Albuquerque,NM,USA"
8838,Silver City,NM,USA,"Silver City,NM,USA"
8839,Salt Lake city,UT,USA,"Salt Lake city,UT,USA"
8840,Williams,AZ,USA,"Williams,AZ,USA"
8841,Reno,NV,USA,"Reno,NV,USA"
8842,Bliss,ID,USA,"Bliss,ID,USA"
8843,Show Low,AZ,USA,"Show Low,AZ,USA"
8844,Sutter Creek,CA,USA,"Sutter Creek,CA,USA"
8845,Chino Valley,AZ,USA,"Chino Valley,AZ,USA"
8846,Cordes Lakes,AZ,USA,"Cordes Lakes,AZ,USA"
8847,Gardnerville,NV,USA,"Gardnerville,NV,USA"
8848,Sylmar,CA,USA,"Sylmar,CA,USA"
8849,Tucson,AZ,USA,"Tucson,AZ,USA"
8850,Pinon Hills,CA,USA,"Pinon Hills,CA,USA"
8851,Madera,CA,USA,"Madera,CA,USA"
8852,Tollhouse,CA,USA,"Tollhouse,CA,USA"
8854,Camarillo,CA,USA,"Camarillo,CA,USA"
8855,Henet,CA,USA,"Henet,CA,USA"
8856,Buckeye,AZ,USA,"Buckeye,AZ,USA"
8857,Cumberland,RI,USA,"Cumberland,RI,USA"
8858,Cleveland,TX,USA,"Cleveland,TX,USA"
8859,Park City,UT,USA,"Park City,UT,USA"
8860,Silver city,OR,USA,"Silver city,OR,USA"
8861,Kingman,AZ,USA,"Kingman,AZ,USA"
8862,Garrettsville,OH,USA,"Garrettsville,OH,USA"
8863,Garden Valley,CA,USA,"Garden Valley,CA,USA"
8864,Los Osos,CA,USA,"Los Osos,CA,USA"
8865,Oregon City,OR,USA,"Oregon City,OR,USA"
8866,Minden,NV,USA,"Minden,NV,USA"
8867,Everett,WA,USA,"Everett,WA,USA"
8868,Willcox,AZ,USA,"Willcox,AZ,USA"
8869,Spicer,MN,USA,"Spicer,MN,USA"
8870,Weston,WI,USA,"Weston,WI,USA"
8871,Clovis,CA,USA,"Clovis,CA,USA"
8872,Maple Lake,MN,USA,"Maple Lake,MN,USA"
8873,Stanwood,WA,USA,"Stanwood,WA,USA"
8874,Tigard,OR,USA,"Tigard,OR,USA"
8875,Harrington,ME,USA,"Harrington,ME,USA"
8876,Vancouver,WA,USA,"Vancouver,WA,USA"
8877,Santa Clara/Eugene,OR,USA,"Santa Clara/Eugene,OR,USA"
8878,Lebanon,OR,USA,"Lebanon,OR,USA"
8879,Spanaway,WA,USA,"Spanaway,WA,USA"
8880,Mukilteo,WA,USA,"Mukilteo,WA,USA"
8881,Everett,WA,USA,"Everett,WA,USA"
8882,Encinitas,CA,USA,"Encinitas,CA,USA"
8883,Bend,OR,USA,"Bend,OR,USA"
8884,Villanueva,NM,USA,"Villanueva,NM,USA"
8885,Sand Hollow,ID,USA,"Sand Hollow,ID,USA"
8886,Terrell,TX,USA,"Terrell,TX,USA"
8887,North Plains,OR,USA,"North Plains,OR,USA"
8888,Zamora,CA,USA,"Zamora,CA,USA"
8889,Madera,CA,USA,"Madera,CA,USA"
8890,Mullingar (Ireland),,Ireland,"Mullingar (Ireland),Ireland"
8891,Zimmermann,MN,USA,"Zimmermann,MN,USA"
8892,Point of Rocks,WY,USA,"Point of Rocks,WY,USA"
8893,Jacksonville,FL,USA,"Jacksonville,FL,USA"
8894,Pismo Beach,CA,USA,"Pismo Beach,CA,USA"
8895,Brandon,MS,USA,"Brandon,MS,USA"
8896,Springfield,MO,USA,"Springfield,MO,USA"
8897,Springfield,MO,USA,"Springfield,MO,USA"
8898,Auburn,WA,USA,"Auburn,WA,USA"
8899,Clearwater Beach,FL,USA,"Clearwater Beach,FL,USA"
8900,Bessemer,MI,USA,"Bessemer,MI,USA"
8901,Westport,CT,USA,"Westport,CT,USA"
8902,Kansas City,MO,USA,"Kansas City,MO,USA"
8903,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
8904,Seattle,WA,USA,"Seattle,WA,USA"
8905,Atlanta,GA,USA,"Atlanta,GA,USA"
8906,Claremore,OK,USA,"Claremore,OK,USA"
8907,Burkesville,KY,USA,"Burkesville,KY,USA"
8908,Waterbury,CT,USA,"Waterbury,CT,USA"
8909,Massapequa Park,NY,USA,"Massapequa Park,NY,USA"
8910,Crest Hill,IL,USA,"Crest Hill,IL,USA"
8911,Hartsel,CO,USA,"Hartsel,CO,USA"
8912,Grand Junction,CO,USA,"Grand Junction,CO,USA"
8913,Fond du Lac,WI,USA,"Fond du Lac,WI,USA"
8914,Fond du Lac,WI,USA,"Fond du Lac,WI,USA"
8915,Chicago,IL,USA,"Chicago,IL,USA"
8916,Valley City,ND,USA,"Valley City,ND,USA"
8917,Fredericksburg,VA,USA,"Fredericksburg,VA,USA"
8918,Glens Falls,NY,USA,"Glens Falls,NY,USA"
8919,Buffalo,NY,USA,"Buffalo,NY,USA"
8920,West Hollywood,CA,USA,"West Hollywood,CA,USA"
8921,Manchester,CT,USA,"Manchester,CT,USA"
8922,Vero Beach,FL,USA,"Vero Beach,FL,USA"
8923,Salina,KS,USA,"Salina,KS,USA"
8924,Felpham/Bognor Regis (UK/England),,United Kingdom,"Felpham/Bognor Regis (UK/England),United Kingdom"
8925,,NV,USA,"NV,USA"
8926,Jonesboro,AR,USA,"Jonesboro,AR,USA"
8927,Dayton,OH,USA,"Dayton,OH,USA"
8928,Charlotte,NC,USA,"Charlotte,NC,USA"
8929,Worthington,OH,USA,"Worthington,OH,USA"
8930,Edison,NJ,USA,"Edison,NJ,USA"
8931,Lakebay,WA,USA,"Lakebay,WA,USA"
8932,Boardman,OH,USA,"Boardman,OH,USA"
8933,Brandon,FL,USA,"Brandon,FL,USA"
8934,Millersburg,OH,USA,"Millersburg,OH,USA"
8935,Stockbridge,MI,USA,"Stockbridge,MI,USA"
8936,Yakima,WA,USA,"Yakima,WA,USA"
8937,Wilton,CT,USA,"Wilton,CT,USA"
8938,Aubrey,TX,USA,"Aubrey,TX,USA"
8939,Upper Tract,WV,USA,"Upper Tract,WV,USA"
8940,Oakley,CA,USA,"Oakley,CA,USA"
8941,Mililani,HI,USA,"Mililani,HI,USA"
8942,Bray (Ireland),,Ireland,"Bray (Ireland),Ireland"
8943,Northridge,CA,USA,"Northridge,CA,USA"
8944,Ottawa (Canada),ON,Canada,"Ottawa (Canada),ON,Canada"
8945,Star,ID,USA,"Star,ID,USA"
8946,Watsonville,CA,USA,"Watsonville,CA,USA"
8947,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8948,Nampa,ID,USA,"Nampa,ID,USA"
8949,Millerton,PA,USA,"Millerton,PA,USA"
8950,Methuen,MA,USA,"Methuen,MA,USA"
8951,Edgewood,NM,USA,"Edgewood,NM,USA"
8952,Saginaw,TX,USA,"Saginaw,TX,USA"
8953,Marathon,NY,USA,"Marathon,NY,USA"
8954,Paradise Springs,CA,USA,"Paradise Springs,CA,USA"
8955,Palm Coast,FL,USA,"Palm Coast,FL,USA"
8956,Benton,LA,USA,"Benton,LA,USA"
8957,Lexington,VA,USA,"Lexington,VA,USA"
8958,New York City (Manhattan),NY,USA,"New York City (Manhattan),NY,USA"
8959,Abilene,TX,USA,"Abilene,TX,USA"
8960,Pine Bush,NY,USA,"Pine Bush,NY,USA"
8961,getting to california,CA,USA,"getting to california,CA,USA"
8962,Saratoga Springs,NY,USA,"Saratoga Springs,NY,USA"
8963,Newton Township,MI,USA,"Newton Township,MI,USA"
8964,Medina,TN,USA,"Medina,TN,USA"
8965,Solon,OH,USA,"Solon,OH,USA"
8966,Wenonah,NJ,USA,"Wenonah,NJ,USA"
8967,Senji (India),,India,"Senji (India),India"
8968,Sturgis,SD,USA,"Sturgis,SD,USA"
8969,Buffalo,NY,USA,"Buffalo,NY,USA"
8970,York City (Brooklyn),NY,USA,"York City (Brooklyn),NY,USA"
8971,San Jose,CA,USA,"San Jose,CA,USA"
8972,Yuba Gap,CA,USA,"Yuba Gap,CA,USA"
8973,New Port Richey,FL,USA,"New Port Richey,FL,USA"
8974,none-Frenchman Coulee Gorge,WA,USA,"none-Frenchman Coulee Gorge,WA,USA"
8975,Sundance,WY,USA,"Sundance,WY,USA"
8976,Moose Creek,ID,USA,"Moose Creek,ID,USA"
8977,Rutland,VT,USA,"Rutland,VT,USA"
8978,Gold Canyon,AZ,USA,"Gold Canyon,AZ,USA"
8979,Swayzee,IN,USA,"Swayzee,IN,USA"
8980,Brooklyn,NY,USA,"Brooklyn,NY,USA"
8981,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
8982,Tenino,WA,USA,"Tenino,WA,USA"
8983,Summerville,SC,USA,"Summerville,SC,USA"
8984,Wilmington,NC,USA,"Wilmington,NC,USA"
8985,Spencerport,NY,USA,"Spencerport,NY,USA"
8986,London,KY,USA,"London,KY,USA"
8987,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8988,Moseley,VA,USA,"Moseley,VA,USA"
8989,Beckley,WV,USA,"Beckley,WV,USA"
8990,Garrettsville,OH,USA,"Garrettsville,OH,USA"
8991,Wonder Lake,IL,USA,"Wonder Lake,IL,USA"
8992,Buffalo,NY,USA,"Buffalo,NY,USA"
8993,Chicago,IL,USA,"Chicago,IL,USA"
8994,Delmont,PA,USA,"Delmont,PA,USA"
8995,Claypool,IN,USA,"Claypool,IN,USA"
8996,Grand Junction,CO,USA,"Grand Junction,CO,USA"
8997,Leesburg,FL,USA,"Leesburg,FL,USA"
8998,Barret beach fire lsland NY,NY,USA,"Barret beach fire lsland NY,NY,USA"
8999,Duluth,MN,USA,"Duluth,MN,USA"
9000,Red Hook,NY,USA,"Red Hook,NY,USA"
9001,Port Vila (Vanuatu),,Vanuatu,"Port Vila (Vanuatu),Vanuatu"
9002,Spokane Valley,WA,USA,"Spokane Valley,WA,USA"
9003,Charlottesville,VA,USA,"Charlottesville,VA,USA"
9004,Auburn,KY,USA,"Auburn,KY,USA"
9005,Seattle,WA,USA,"Seattle,WA,USA"
9006,Oakland,CA,USA,"Oakland,CA,USA"
9007,Downingtown,PA,USA,"Downingtown,PA,USA"
9008,Highland Mills,NY,USA,"Highland Mills,NY,USA"
9009,Sacramento,CA,USA,"Sacramento,CA,USA"
9010,Pleasant Hill,OR,USA,"Pleasant Hill,OR,USA"
9011,Gisela,AZ,USA,"Gisela,AZ,USA"
9012,Havertown,PA,USA,"Havertown,PA,USA"
9013,Old Hickory,TN,USA,"Old Hickory,TN,USA"
9014,Romulus,NY,USA,"Romulus,NY,USA"
9015,Cranston,RI,USA,"Cranston,RI,USA"
9016,Buena park,CA,USA,"Buena park,CA,USA"
9017,Wilmington,CA,USA,"Wilmington,CA,USA"
9018,Wilmington,CA,USA,"Wilmington,CA,USA"
9019,Streetsboro,OH,USA,"Streetsboro,OH,USA"
9020,New York Ciity (Brooklyn),NY,USA,"New York Ciity (Brooklyn),NY,USA"
9021,Muskegon,MI,USA,"Muskegon,MI,USA"
9022,Neenah,WI,USA,"Neenah,WI,USA"
9023,Neenah,WI,USA,"Neenah,WI,USA"
9024,Maryville,TN,USA,"Maryville,TN,USA"
9025,Corpus Christi,,USA,"Corpus Christi,USA"
9026,Akron,OH,USA,"Akron,OH,USA"
9027,Niwot,CO,USA,"Niwot,CO,USA"
9028,Boulder,CO,USA,"Boulder,CO,USA"
9029,Highway 152,CA,USA,"Highway 152,CA,USA"
9030,Longmont,CO,USA,"Longmont,CO,USA"
9031,Philadelphia,PA,USA,"Philadelphia,PA,USA"
9032,Casa Grande,AZ,USA,"Casa Grande,AZ,USA"
9033,Kansas City,MO,USA,"Kansas City,MO,USA"
9034,Tahoka,TX,USA,"Tahoka,TX,USA"
9035,Panama City Beach,FL,USA,"Panama City Beach,FL,USA"
9036,Tiskilwa,IL,USA,"Tiskilwa,IL,USA"
9037,Perry,UT,USA,"Perry,UT,USA"
9038,Tustin,CA,USA,"Tustin,CA,USA"
9039,Rochester,NY,USA,"Rochester,NY,USA"
9040,Osceola,IA,USA,"Osceola,IA,USA"
9041,Bellevue,NE,USA,"Bellevue,NE,USA"
9042,Gladstone,MI,USA,"Gladstone,MI,USA"
9043,Ford,WA,USA,"Ford,WA,USA"
9044,Seaman,OH,USA,"Seaman,OH,USA"
